Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1983,,,582.4201265,,8022.654781,1682.703223,34159.03735,3530.131783,,,2542.527017,11515.80647,9537.407431,,243.4238066,8893.58613,271.1292402,217.9947508,199.3366454,1852.813434,9421.285655,7694.937985,,,1232.837378,15902.02038,909.8116366,1565.297832,4127.46679,18123.85989,374.758549,1052.732039,264.1972436,13377.89565,,17341.99488,,1725.441879,225.4319289,724.9422695,781.5619272,387.4937757,1043.853685,1304.601346,570.1405502,456.4629076,1215.00199,2227.905625,,,4091.048498,,9827.022409,,1319.988648,11857.90212,1483.63832,2298.883805,1993.03494,650.6256685,7954.183865,,4466.336264,,223.7872069,6799.298151,10505.83366,1638.637327,9969.840237,,1320.062471,4309.04665,8691.518813,,341.0872137,,,317.0447339,191.5174436,141.3227028,5019.878653,1373.168227,7988.170959,1153.23768,,628.1976888,5595.235139,1110.471255,,266.3083521,,512.8452045,317.8827372,,288.3071697,5922.326009,3582.651553,2738.137352,11498.89683,7571.118027,7806.739007,1591.831923,1844.597166,10425.40682,,327.8176449,,,612.5799417,2042.113006,2180.494844,13203.17132,,,,,1691.675385,19579.08126,328.6054789,274.169467,,12810.21883,,4296.932771,,748.8667871,38887.76583,,369.4728714,327.9150538,2104.669325,1196.520692,681.0147568,,172.0320335,3527.04,,,1495.015749,,255.6884981,471.3744343,1093.009079,183.624246,2047.882636,15347.14153,2121.941831,5540.234973,276.1300155,1221.89944,777.6046366,10544.0459,14927.51748,153.1933431,,7652.543145,8956.246639,5828.050235,332.4759569,2791.671155,929.5399992,645.4602926,,712.9910052,,5217.722729,,2735.760315,1636.926593,,8066.367292,20898.29135,,,260.8016911,280.6064478,10980.39996,386.7864673,575.6997149,6629.942539,707.8642144,275.7475662,731.5707829,,,,,723.0161042,2398.131837,,2418.560088,,,12430.45893,843.5656607,2280.451551,1769.740953,,172.3751507,253.0358123,797.8852163,,,,649.049459,6818.225729,1204.86443,1310.256988,,,163.1080547,,1715.939043,15561.4264,,1187.129551,4065.40726,,9137.202216,,886.3152203,2497.921446,706.2760353,,,2762.51982,493.1820867,967.1758497
1984,,,596.6024672,639.4847358,7728.906695,1655.727687,31709.25433,2643.369398,,,2946.240315,12428.85793,8991.065076,,215.9441863,8502.538597,252.869785,193.8432403,208.5346351,1963.572676,9590.683099,8873.769102,,,1336.98759,17469.82557,1013.80414,1573.967139,4486.530348,17332.97479,373.0604584,1077.74254,248.5851878,13826.64999,,16499.14693,,1637.167311,250.713969,696.275231,800.8261351,269.8259433,1060.658298,1260.395794,534.6320911,426.6979481,1376.232276,2399.844466,,,4258.743589,,9277.932299,,1470.861854,11562.91349,1825.374884,2452.664632,1916.703586,695.1487252,7616.967178,,4477.793724,,204.8721662,6513.872702,10841.56713,1681.974016,9397.495188,,,4407.284354,8179.194441,,358.3968172,,,252.9422196,157.9235541,148.8405743,4852.565728,1478.411105,7198.702247,1177.436451,,564.526418,6208.226159,1183.019381,,291.0423473,,525.2291405,310.633804,,273.9018266,5698.84433,3568.505126,3077.998472,11782.36506,7008.526685,7714.185204,1027.986765,1786.311321,10984.86583,,326.9364626,,,657.152244,2331.392746,2390.673152,13103.55445,489.9487271,,,,1837.153505,18607.87662,378.8674667,231.0052033,,12554.41718,,4751.157764,,667.3331806,36381.6974,,300.5340906,598.5337551,2431.512599,1234.758349,689.2346846,,160.2528428,3332.885357,,,1121.664164,,262.6598689,422.4385469,1032.312731,175.1771459,2234.356477,16809.36509,1753.138139,5249.0536,217.435776,901.6735976,858.0547122,9849.821967,14989.48577,157.8986466,,6787.509465,9295.58468,6164.145278,349.1223981,2848.950175,921.4682401,594.0255763,,690.9848221,,5730.117009,,2522.995844,1261.988728,,8092.862528,19634.78591,,,269.8807083,272.9053776,9581.511759,441.4189599,544.5936224,7223.398287,962.3072806,293.9536593,753.6604472,,,,,637.5267229,2327.40225,,2349.99728,,,12914.33068,727.1958126,2338.075652,1700.476019,,185.5258783,228.6925986,817.8274615,,,,684.6439179,6712.050613,1158.103282,1246.825842,,,255.0816699,,1620.720614,17134.28602,,1301.546026,3518.058512,,9795.228628,,1066.579832,2547.42711,685.5780864,,,2667.604966,406.5202518,761.445387
1985,,,711.9927001,639.8659094,7774.393829,1590.227163,29189.16779,2909.51661,,,3452.522496,11434.88989,9172.096769,,244.5689375,8797.659679,244.4109989,200.8944225,239.0392205,1914.550647,8706.725084,9888.48935,,,1289.367289,18269.53552,865.6901106,1643.196503,4682.364447,15694.53999,368.6335872,937.4744618,328.3119198,14060.46178,,16655.33739,,1453.316206,294.4588485,682.5737814,810.7666623,240.7701781,1015.557387,1125.201935,553.6324027,437.1364851,1435.483331,2273.184149,,,4488.287003,,9393.891691,801.1727273,1622.583721,12253.09555,777.424086,2567.495905,1895.769887,777.8809664,7810.539897,,4686.891069,,232.3715877,6715.838714,11405.93365,1603.586714,9739.092057,,,4023.581632,8652.216542,,354.2199896,,,308.3268474,159.9275306,173.0823549,4813.71118,1678.862683,7760.828404,1179.803556,,588.6134094,6542.931537,1232.86328,,314.7460251,,516.8678062,322.8496241,,293.4886471,6018.935226,3805.943091,3099.881525,12178.06192,6495.060591,7964.328637,898.053974,1724.397465,11584.64933,,312.1960254,,,501.9319158,2642.252689,2457.327997,12330.47364,641.7386315,,,,2004.896006,19410.75671,369.5016286,182.467309,,12921.95842,,4756.409365,,659.8335018,37553.35795,,283.9858034,670.5175128,2523.500591,1144.679519,711.1502031,,177.7599163,3322.421283,,,1137.690354,,343.1994566,385.9978943,1058.904835,156.8896581,2000.145978,17855.70724,1398.509892,5534.631413,208.2991237,881.9867313,723.5779033,9799.443038,15753.55277,156.656353,,7684.055046,9724.713248,6677.380582,337.726019,2947.590611,846.7057699,565.7634673,,638.6171017,,6008.054486,,2705.459217,893.9555512,,8602.718996,16582.08439,,,280.3261183,289.9225997,7877.544967,547.3697657,578.2895816,6995.101303,857.8508246,225.5242065,771.8271031,,,,,588.8006048,2193.752159,,2350.122486,,,13474.16135,512.0161264,2588.552804,1540.436791,,202.8994616,234.3563261,747.4941323,,,,639.2415709,6299.207438,1148.6381,1368.402906,,,240.3056389,,1571.103059,18269.42217,,1394.007343,3539.253933,,9829.29734,230.8735885,951.3293863,2630.724317,597.2103716,,,2051.827688,327.9925996,651.039658
1986,6472.502029,,647.5633537,693.8734746,10361.81598,1473.513606,23056.10453,3595.085898,,,4220.961513,11360.52766,13083.0727,,248.2101339,12235.18414,303.3488979,256.7623188,227.4230256,2260.427281,7041.56947,10339.52102,,,1366.04973,20450.66453,624.5512323,1936.016335,5124.395353,10211.59628,416.968406,1135.167444,416.1188419,14403.8287,,23751.44952,,1525.426685,281.9281209,862.3419925,1024.387656,263.8145604,845.1688012,1103.338706,763.3357853,595.4445052,1577.652966,2382.608905,,,5642.631476,,13410.8971,,1850.899809,17201.08283,923.8903368,2740.654724,1651.4935,799.3672563,10933.61564,,6495.811997,,233.8183804,9183.30892,14962.25536,1795.605327,13503.14102,,1275.867558,3990.070881,10611.11221,,437.078241,,367.6243838,242.1717627,141.2992024,203.1981915,5656.505356,1873.216526,11271.32143,857.009467,,660.1415374,7435.030698,1287.443434,,355.1106442,,474.780945,339.2909447,,307.395346,8121.886513,4244.98513,2957.240514,16163.0001,7928.246614,11277.69168,1166.339014,2125.786205,17111.85373,,355.2313447,,,489.7213208,3134.148251,2803.368764,9750.902967,468.3241706,,,,2350.042285,28315.83954,390.2591451,212.5949594,,18789.65708,,5132.276543,,838.4335711,52174.84206,,314.7460511,722.6739964,1704.587166,1392.622625,715.6339415,,232.8253037,4194.653939,,,1465.448402,,402.5654505,441.1599122,1428.532921,155.2272109,1728.543559,18651.91897,1513.266729,7634.3344,267.5517091,638.6251368,760.0141401,13607.92719,18883.2658,166.7014708,,9427.55394,11695.7129,4691.19435,334.8475502,2996.523014,762.354475,535.2358351,,679.7059451,,6455.184461,,3862.328626,985.7669586,,12780.86751,12698.20459,,,303.497286,300.0414862,6270.231994,676.1246783,793.3161644,6793.544937,755.7717013,125.2879807,756.0044683,,,,,598.3681339,2106.535245,,2364.22929,,,17727.49533,611.7138445,3165.945038,1208.004425,,203.6671801,315.3702223,813.2003615,,,,724.3704457,4049.187446,1200.856062,1510.678089,,,258.8819615,,1939.966701,19115.05291,,1528.989683,3360.961136,,10269.53055,421.65869,892.1616137,3055.265546,628.5982405,,,2380.600943,231.7708056,692.6673021
1987,7885.796545,,720.5989385,674.7933831,12616.16757,1526.051826,23312.92953,3546.71882,,,4969.78203,11623.35967,16392.76957,,226.8497158,15216.87102,344.5030708,291.1319639,247.072312,3132.30136,7555.066809,11150.69004,,,1612.451575,22411.79567,668.80168,2081.665262,5623.652568,11591.78627,505.9227309,1554.419932,435.8930918,16245.45168,,29558.89548,,1767.123349,251.811957,915.4240175,1150.1642,242.996146,1021.611602,1125.261149,896.1165171,724.0943075,1578.209974,2455.209164,,,6690.577975,,16614.4101,761.4703124,2098.504276,21340.71406,861.3911282,2790.473919,1467.302462,762.3608727,13484.83814,,8217.234257,,242.0451601,11329.68583,18580.65865,1632.073424,16251.41264,,1296.378583,3742.656537,13118.58653,,376.4318004,,379.3634686,274.3683933,184.2234318,239.2422021,6564.884503,2163.509455,14554.38754,820.0383466,,468.104341,9071.332602,1363.009333,,306.9004019,,442.1481187,351.3700522,,337.0639962,9593.388559,2617.511461,3475.096661,22120.5548,9372.035791,14187.77425,1381.505722,2159.775695,20745.25209,,377.4184626,,,499.6764585,3573.03991,3510.99002,11512.05444,278.4193909,,,,2552.872257,37869.33845,401.3808983,264.0350141,,23234.56658,,6297.127475,,918.6288626,63043.17823,,240.9554524,695.4814816,1832.734718,1494.152255,720.3300271,,259.1339158,5083.669139,,,1485.539626,,180.7958247,486.2807331,1822.977964,145.6995785,1947.442371,19720.68569,1843.015461,9271.735404,304.8901248,597.9008916,991.8285506,16496.29599,22505.89771,169.1704562,,12319.38519,13450.0476,4822.12278,339.0848412,2945.07659,1012.252687,579.2011114,,786.4138776,,6980.490143,,4804.338875,1022.033235,,13750.73884,12895.80856,1673.838364,,320.468218,325.6233159,5899.619098,840.9127315,925.6573873,7531.250196,831.7778856,173.8203992,783.1954479,,,,,662.3106214,2357.484382,,2554.384941,,,21485.29387,761.8758664,3638.988011,999.5919067,,215.1272438,359.5481768,936.4587224,,684.2208844,,865.2645942,4014.04712,1260.524063,1705.89612,,,399.448706,1249.445248,2415.598758,20100.85889,,1658.047966,2604.923045,,11375.50732,573.8472851,961.1323787,3415.431679,693.8106521,,,3048.941666,307.3370215,725.3857544
1988,9764.789979,,761.6184577,652.7743214,14304.35696,1458.755294,21907.59798,3969.327412,,,5944.6707,14257.02216,17578.61894,,210.7500959,16478.83159,346.7360377,313.0618911,263.2227905,2511.393063,7958.679492,11381.82156,,,1787.951383,24253.17552,697.3705601,2294.401695,5960.282482,11006.87051,548.7543973,2031.41822,449.7829378,18864.26292,,31743.65291,,2032.959557,283.5376952,897.6660598,1132.477702,273.1246877,957.2493252,1189.140678,918.902129,801.733062,1567.172888,2645.49087,,,7645.629767,,17863.4379,748.1952492,2385.021104,22527.0471,778.5120844,2402.825627,1340.142796,641.2806407,14780.0839,,9676.769252,,242.7873277,12597.65188,22056.70175,1535.414063,17615.99146,,1355.12546,4253.668367,15987.16808,,375.1812249,,429.2252767,316.3194665,170.2919831,249.8835852,7598.028053,2410.286591,16398.01109,886.8008272,,551.1960875,10609.74564,1262.245813,,383.6479217,,481.7127613,345.4258186,,350.6727391,10728.70395,2318.538455,3753.529911,24089.7289,11273.92344,15692.72623,1599.438627,1929.858724,25051.85432,,382.0224053,,,621.9008827,4207.181388,4686.137325,10148.91608,148.9844077,1241.684289,,,2862.248103,41351.0472,413.3570345,303.4256014,,26108.34396,,7071.973495,,1063.760775,68434.22839,,223.0112764,803.3469679,2212.510711,1604.248462,758.5674137,,265.140308,5814.364771,,,1533.445039,,161.0123545,497.8557003,2054.643747,159.7701334,2071.45488,21224.34569,1912.438724,12665.66323,302.42438,548.9034406,662.9544558,17518.02876,24207.28147,195.0920171,,13855.47776,15050.88876,4997.399384,379.13579,2492.079094,738.3780955,643.8152509,,891.5438456,,7595.444656,,5624.25058,1065.430864,,14164.12542,13605.83296,1769.889931,,340.7443648,342.1425922,5823.475825,625.7902214,887.8835412,8902.412337,1053.295567,254.054421,818.4902037,,,,,670.6494204,2546.863016,,2966.34312,,,24188.76594,864.5281119,4128.118232,902.5495583,,265.4919945,384.9456179,1123.011814,,861.7841338,,1126.657308,3732.15885,1282.645675,1745.366939,,219.3718195,400.2409497,1449.966166,2676.197626,21483.23306,,1884.120979,3184.472227,,11932.40415,389.2569175,1065.865286,3754.945659,824.0319749,,,3289.678729,488.6288522,813.6753821
1989,11392.45581,,862.5090577,697.9955966,15166.43785,1487.739113,23612.7452,2375.339103,,,6585.840403,17801.26827,17468.94619,,210.9695203,16613.51665,311.6783039,304.8534388,277.8178391,2477.020818,8030.85458,12158.07885,,,2011.968729,25517.92172,701.4646141,2901.285449,6567.431164,11869.98727,520.4078194,2301.989726,429.5415541,20638.29005,,30401.89248,,2294.345992,310.8819124,824.1583194,979.5901011,269.5874462,1006.141041,1175.93261,854.4780299,797.9155124,1739.352116,2576.974727,,,8038.914242,,17697.16351,725.7425321,2598.70923,21901.05752,949.404071,2202.55809,1392.232518,709.8505929,15031.69199,,10652.95797,,247.0265475,12819.43323,23983.84575,1632.138291,17620.5602,,1436.906824,4517.927977,16239.2822,,368.9623966,,421.447937,322.4463052,215.6183147,213.1317932,7846.678164,2759.682068,16813.68395,929.3140585,,509.3163682,12097.77516,1128.415104,,393.3475842,,529.9316609,332.7098982,,342.7238981,11189.20091,2199.757419,3852.149758,22101.9925,11040.60071,16332.60949,1829.519238,1243.274348,24813.29938,,365.9747535,,,580.2952533,4712.555612,5736.903807,11594.13742,172.5414268,1015.464997,,,3188.852299,39426.9341,408.3563136,314.3388151,,27556.36359,,8060.218228,,1068.325714,68576.58472,,221.682033,875.0682067,2645.235944,1588.990265,807.2728303,,262.5685977,6040.609862,,,1670.69287,,177.1997292,496.7178639,2084.257805,174.8513588,2215.3645,22694.96805,1861.503435,13092.26473,280.5468542,473.9443993,249.8442755,17175.64537,24281.09614,192.7037175,,13388.26468,15622.44932,5382.717069,384.086429,2446.163181,1052.913452,704.9820782,,843.2600915,,8033.089441,,6056.977177,1159.316613,,13572.37772,14047.05239,1817.902101,3428.762153,333.2888859,337.7097106,6051.332708,605.5297646,848.7014617,10380.28028,1095.741051,219.5508736,843.0897331,,,,,662.6835849,2599.110426,,1358.224946,,,25300.39512,836.952679,4407.20094,815.6485164,,248.554947,367.0137728,1294.932165,,838.5665772,,1120.256771,3562.107229,1254.770903,2021.861437,,184.3396842,313.2169534,1597.535384,2731.95053,22922.43709,,2005.388314,2244.970385,,13300.54168,94.27126859,1011.432843,3867.830233,758.5810301,,,3508.42616,511.7399456,836.787602
1990,12307.31174,,922.55017,617.2304355,18878.50597,1988.567858,27256.29094,4318.7747,637.8557412,,6889.004721,18214.83698,21680.98969,1266.020967,209.0516152,20710.64434,393.6862144,351.9793229,297.5679945,2366.529821,8528.983334,12350.97684,,2124.840514,2197.185023,26841.51974,709.9488612,3093.037479,7770.815258,13604.15683,557.9721483,2750.950026,490.0745619,21371.2911,2315.132605,38428.3855,,2500.646257,317.884673,880.0184701,951.8882236,270.1105809,1146.812278,1396.028769,1043.800803,897.6495095,1844.863376,2706.975742,,,9641.575273,3917.15984,22219.57253,766.1409545,2839.98435,26891.44164,984.6914172,2394.42038,1491.401682,748.6022672,18829.02041,,13767.38147,,253.1929484,15842.9357,28380.54891,1834.989572,21690.62912,,1528.064694,6251.017385,19095.467,1614.640122,402.5888811,,441.4127933,345.8558101,241.002485,262.6694558,9600.18513,2888.347506,18326.80512,825.8073881,,533.5362054,13485.54489,993.4780405,,436.1136167,,585.0010311,341.7678859,,363.9640873,14048.10658,2219.842302,10297.42767,25008.84946,12658.15406,20757.08868,1894.292759,1168.349421,25359.34702,1647.463231,366.3008909,609.1728912,,549.7643854,5320.539447,6516.305759,8776.741344,203.2559698,1050.117851,,6514.321504,3733.975444,49447.46372,463.5132257,371.8442387,,34645.14324,,9364.909314,,1202.567531,84286.69635,,265.6761189,963.5956599,3060.685213,1659.182206,880.6193281,2354.263462,316.8165941,7191.923603,,,1172.443066,,189.6245382,502.2317528,2506.179312,199.2859332,2440.591801,23696.37127,1969.1668,14800.02869,309.5864505,567.1859158,243.5612625,21019.12567,28242.94374,193.4761241,,13670.20069,17445.32656,6448.131243,371.5726219,2603.781289,1210.005978,715.3105853,,746.5073779,1731.209531,8652.507492,,7885.394019,1379.323775,,16036.32668,15448.66548,1680.705623,3485.112306,352.4401342,355.6162399,7204.728651,478.8012635,957.8437769,11864.28021,970.0969308,150.6511518,916.7567787,,,,,655.6677622,2965.325051,,953.1943299,2395.564582,,30162.31577,1294.100335,5302.843727,988.9486722,,291.8661593,430.0114381,1508.285774,497.6401257,865.7896521,,1193.486507,4147.638923,1492.878809,2794.353551,980.1674709,172.0447984,246.8273307,1569.738988,2989.991172,23954.47935,651.4192061,2235.851938,2446.80411,,15050.54714,94.88019767,1080.222889,4275.09385,772.2070276,,468.3670036,3076.455387,409.2579854,862.5865882
1991,13496.00339,,844.6911343,336.5869945,19532.54015,1908.979266,26168.26662,5715.504397,590.1222257,,7156.853555,18824.2474,22410.91174,1131.397355,210.6438772,21154.29184,385.753616,346.4106724,284.7256059,1267.734375,9055.591114,11914.85776,,1765.744556,2326.845903,27700.30952,764.1413321,3966.795488,7681.981933,13901.72173,465.3885839,2783.021503,456.8977858,21664.59864,2201.867425,38399.21061,,2811.481588,333.1421454,825.5407011,1030.979969,268.0073444,1086.563528,1408.365423,1000.558651,913.9639435,2257.4912,2280.335931,,,9696.099593,2878.719283,23269.3818,762.0113217,3102.160049,27011.38589,1328.804824,1721.578696,1623.989246,636.3628184,19502.77404,,14771.6723,,270.2443935,16408.80795,25503.21521,1881.569901,21675.06425,,1682.203261,5523.198654,19900.72665,1314.67067,438.6143193,,472.9737936,727.034661,247.9382292,251.7022043,10188.36978,3118.148432,18315.1963,991.8622727,,468.276563,15465.85886,911.5123793,,479.5461962,3349.770406,631.7004457,338.8234473,,300.0966366,14104.07869,,,26405.91589,13645.22534,21884.10437,1666.013637,1157.407168,28925.04158,1512.485066,337.1221889,575.6439745,,644.7108451,5377.307376,7523.477002,5407.969783,234.7193694,1704.079872,,7040.701924,3900.91887,50987.77045,513.1442934,430.9096772,,37007.43875,,10558.21784,,1263.06008,83732.70114,,222.1537443,1064.043684,3596.386019,1702.052604,912.6445811,2477.685524,314.8369994,7558.277383,,,1072.635835,,240.1242747,692.3496476,2669.3277,228.5562584,2652.144224,24131.30752,2041.733508,15133.16224,281.3964667,502.6121063,351.3981713,21454.86289,28596.933,203.7653978,,12233.1323,18302.67197,5988.83521,410.4740209,2803.871581,1555.980937,715.1419199,,856.2941361,2235.541089,9064.018517,,8959.867208,1615.476618,,16173.80608,14120.29449,1260.749045,3485.056,271.0814379,309.5875323,7838.784024,427.8063438,912.9100957,14505.02039,998.7594523,179.8336359,986.0485479,,,,,648.5394904,2971.570091,,1079.197333,2680.041026,,31374.11699,1305.456157,5314.663128,1013.001286,,305.2216778,412.722312,1715.638125,469.3306256,846.6461572,,1386.730109,4315.696945,1553.251774,2735.710807,1034.482041,193.7400952,184.126852,,3577.839165,24405.16481,652.8074753,2363.604259,2630.17726,,15945.49982,137.9825615,1252.636231,4455.658893,765.4818829,,468.3739664,3224.514803,410.0718753,827.4869403
1992,14046.504,,640.6222979,200.8522198,20547.71179,2006.795844,25993.55801,6798.026763,369.6333681,,7296.551713,18569.76879,24880.16407,673.331934,191.310913,23497.72741,317.9628553,240.963481,285.0955051,1211.980878,9082.741169,11682.08496,,1667.681777,2666.977671,28669.68226,791.3804293,2591.797116,7440.957495,15270.48612,471.8392542,2848.206987,456.074154,20771.25035,2364.149702,39534.542,,3362.169308,366.4606923,847.2958457,918.3958707,220.2996713,1138.216095,1642.889504,1047.979551,994.6280468,2618.168055,2057.682969,,,11310.07192,3352.034161,26333.53744,777.2623296,3297.988717,29569.65453,1520.545463,1766.054678,1690.155141,697.1868548,21416.10231,152.9867265,16068.42672,,203.1645022,17825.10766,22337.48712,2057.40669,23813.71184,,1756.185104,5566.362537,20487.17079,757.2235485,414.7673408,,485.9748491,729.0418881,212.9407638,295.9634764,11176.45844,3191.016733,18768.93014,1075.428217,,499.3398796,17976.42938,942.0455266,,305.5542584,3734.561856,681.8428679,309.9757253,,313.8601101,15733.20439,,,26722.44119,14752.27463,23166.80406,1432.200524,1338.473803,31464.54905,1515.104059,328.8393137,513.0359437,,638.4725668,5854.19642,8001.540992,,250.4922292,2070.823861,,7284.747991,4230.510898,55300.46816,546.9370483,498.4844778,,40965.74432,,13460.88413,,1295.422632,91654.12054,,245.8643162,1206.034796,4088.309214,1844.201871,879.010306,1225.373149,319.191412,8220.245518,,,587.3013993,,162.8269598,683.833774,2973.206977,184.9506087,3111.976879,25021.26256,2262.460212,16261.29693,274.2860354,476.8926405,413.9194976,23598.95076,30523.98506,172.0062101,,11789.22501,19505.9503,6278.636662,427.5727635,3122.003689,1589.441715,814.0752868,,965.2653963,2459.020685,9659.3389,,10811.63064,1614.674104,,17334.65411,15430.65926,1102.103785,3095.659779,302.7561645,321.719347,7888.209563,257.651551,946.7329547,16144.00819,1147.975764,156.9951224,1076.489441,,,,,622.3023223,3112.29731,,957.0373945,2908.810832,,32338.50395,1418.011062,6128.445569,1005.041364,,296.3964872,426.0809921,1926.987525,346.9480225,820.6842727,,1435.309233,4395.644513,1801.334534,2842.373598,1069.595946,173.8913828,153.1911684,1378.639729,4082.025919,25492.95165,603.3520153,2573.577689,2904.061755,,16752.11896,138.7168296,1263.455261,4659.325496,799.0761694,,485.0556996,3418.304428,376.4574375,631.990604
1993,14936.82704,,430.3815953,367.2792251,16516.47103,1977.461527,25199.34958,6940.350358,357.2043399,,7652.102825,17633.38138,24081.52781,529.8136618,162.635225,22403.21682,411.9260305,244.1270735,291.7144894,1278.247173,9698.134804,11402.65152,,1590.095882,2833.061341,30900.69489,788.3990281,2786.171356,7777.554485,14572.10853,449.688254,2783.237931,401.9779716,20017.42985,2490.81471,38100.73673,,3551.030186,377.3898395,810.8329724,1214.697379,275.6958231,724.5478424,1835.792137,1008.029494,1328.993994,2854.620265,2072.167419,,,10526.14177,3931.744463,25488.51952,753.5201889,3447.936983,27597.97148,1718.597195,1797.523561,1729.373393,760.1497283,19533.58573,150.9730942,13303.67613,,164.9584363,16196.25658,17617.03044,2166.052726,22380.10396,,1908.903727,4244.913331,18389.01957,550.0155426,375.3204353,,457.7628488,748.7842096,217.6075395,289.088409,10401.98299,3151.540463,16797.45886,1147.026435,,602.668912,20395.51737,912.5591569,,249.4120724,3873.423532,827.782351,304.4924109,,298.2176638,14674.61496,1080.561233,,23230.4718,14437.30115,18676.95258,2171.784259,1338.091387,35765.91409,1433.461534,223.3348006,449.0657902,254.1791425,619.6545734,6302.983807,8740.945603,,287.1875929,2737.72637,,6446.933136,4254.570713,55921.13686,576.6592749,491.4205341,,41479.0872,,15189.98072,,1195.595322,85421.72749,,265.9345074,1329.406796,5526.860507,1987.31218,922.9120369,1352.025726,309.515078,7296.310144,,,339.5199868,,163.6143937,568.2107979,2973.797821,212.2455193,3431.370186,25822.08039,2063.148062,16640.80235,181.6903803,270.0635969,396.797132,22827.30004,27963.66522,180.109746,,13076.54055,19603.72049,6029.169254,440.9293265,3339.838168,1516.466712,815.7221676,,1069.526884,2497.195241,10212.27676,,9535.594849,1596.144879,,17733.08887,14268.49837,1158.132516,2929.462119,312.9451551,311.9917113,7445.115492,316.9027309,869.0859174,18302.4304,1210.534609,178.4905888,1220.363391,,,,,564.7454193,3020.527683,,997.0367941,3089.438276,,24080.89967,1468.799,6559.129994,1009.716411,,223.2061727,303.4487827,2208.345294,291.4226261,791.0862896,,1447.972527,3752.380464,1662.963364,3180.192011,1051.85266,155.5982751,167.0748918,1257.349855,4720.382272,26464.85251,596.9835856,2648.74195,2824.801751,,18728.06771,181.6548516,1176.870452,4662.485501,796.1562446,,382.9763204,3332.735052,377.5723176,601.8668765
